Date,Player,Points
1980-07-01,Kapil Dev (IND),221
1980-07-01,G.A. Gooch (ENG),215
1980-07-01,J.V. Coney (NZ),214
1980-07-01,B. Warnapura (SL),202
1980-07-01,A.R. Border (AUS),202
1980-07-01,G. Boycott (ENG),188
1980-07-01,R.J. Bright (AUS),186
1980-07-01,I.W. Callen (AUS),177
1980-07-01,K.D. Walters (AUS),176
1980-07-01,M.F. Malone (AUS),155
1980-07-01,V.J. Marks (ENG),147
1980-07-01,G.R.A. de Silva (SL),138
1980-07-01,G.N. Yallop (AUS),100
1980-07-01,W.W. Daniel (WI),100
1980-07-01,A.N. Ranasinghe (SL),97
1980-07-01,C.G. Greenidge (WI),85
1980-07-01,E.J. Chatfield (NZ),79
1980-07-01,P.E. McEwan (NZ),68
1980-07-01,J.F.M. Morrison (NZ),55
1980-07-01,A.I. Kallicharran (WI),54
1980-07-01,Sadiq Mohammad (PAK),52
1980-07-01,S.T. Clarke (WI),51
1980-07-01,B. Yardley (AUS),49
1980-07-01,G.P. Howarth (NZ),42
1980-07-01,W. Larkins (ENG),36
1980-07-01,S.L. Boock (NZ),31
1980-07-01,H.A. Gomes (WI),27
1980-07-01,M.W. Gatting (ENG),20
1980-07-01,J.M. Parker (NZ),19
1980-07-01,M.G. Burgess (NZ),19
1980-07-01,S.M. Gavaskar (IND),18
1980-07-01,D.W. Hookes (AUS),16
1980-07-01,G.N. Edwards (NZ),9
1980-07-01,D.W. Randall (ENG),4
1980-07-01,B.A. Edgar (NZ),0
1980-07-01,J.G. Wright (NZ),0
1980-07-01,C.P.S. Chauhan (IND),0
1980-07-01,G.M. Turner (NZ),0
1980-07-01,B. Reddy (IND),0
1980-07-01,R.W. Taylor (ENG),0
1980-07-01,A.M.J. Hilditch (AUS),0
1980-07-01,K.W.R. Fletcher (ENG),0
1980-07-01,B.M. Laird (AUS),0
1980-07-01,Yashpal Sharma (IND),0
1980-07-01,R.L. Dias (SL),0
1980-07-01,W.K. Lees (NZ),0
1980-07-01,R.S. Madugalle (SL),0
1980-07-01,J.F. Reid (NZ),0
1980-07-01,S.C. Khanna (IND),0
1980-07-01,Mohsin Khan (PAK),0
1980-07-01,D.L. Haynes (WI),0
1980-07-01,D.B. Vengsarkar (IND),0
1980-08-01,A.M.E. Roberts (WI),739
1980-08-01,D.K. Lillee (AUS),687
1980-08-01,R.G.D. Willis (ENG),645
1980-08-01,C.M. Old (ENG),644
1980-08-01,M.A. Holding (WI),641
1980-08-01,J. Garner (WI),617
1980-08-01,I.T. Botham (ENG),576
1980-08-01,Sarfraz Nawaz (PAK),561
1980-08-01,R.J. Hadlee (NZ),529
1980-08-01,C.E.H. Croft (WI),505
1980-08-01,J.K. Lever (ENG),498
1980-08-01,G. Dymock (AUS),488
1980-08-01,M.H.N. Walker (AUS),487
1980-08-01,M. Hendrick (ENG),474
1980-08-01,B.L. Cairns (NZ),473
1980-08-01,D.L. Underwood (ENG),459
1980-08-01,Imran Khan (PAK),425
1980-08-01,L.S. Pascoe (AUS),408
1980-08-01,B.J. McKechnie (NZ),405
1980-08-01,Sikander Bakht (PAK),396
1980-08-01,G.S. Chappell (AUS),387
1980-08-01,C.L. King (WI),380
1980-08-01,S. Venkataraghavan (IND),365
1980-08-01,J.R. Thomson (AUS),364
1980-08-01,G.R. Dilley (ENG),355
1980-08-01,P.H. Edmonds (ENG),333
1980-08-01,R.M. Hogg (AUS),324
1980-08-01,M. Amarnath (IND),321
1980-08-01,P. Willey (ENG),314
1980-08-01,Majid Khan (PAK),307
1980-08-01,G.B. Troup (NZ),304
1980-08-01,D.R. Parry (WI),300
1980-08-01,D.S. de Silva (SL),298
1980-08-01,G. Miller (ENG),282
1980-08-01,Madan Lal (IND),272
1980-08-01,M.D. Marshall (WI),261
1980-08-01,B. Wood (ENG),259
1980-08-01,K.D. Ghavri (IND),255
1980-08-01,I.V.A. Richards (WI),251
1980-08-01,J.E. Emburey (ENG),247
1980-08-01,Javed Miandad (PAK),245
1980-08-01,Iqbal Qasim (PAK),244
1980-08-01,R.D. Jackman (ENG),244
1980-08-01,Mudassar Nazar (PAK),236
1980-08-01,L.W. Kaluperuma (SL),236
1980-08-01,C.H. Lloyd (WI),233
1980-08-01,Wasim Raja (PAK),226
1980-08-01,G.B. Stevenson (ENG),223
1980-08-01,Kapil Dev (IND),221
1980-08-01,G.A. Gooch (ENG),215
1980-08-01,J.V. Coney (NZ),214
1980-08-01,B. Warnapura (SL),202
1980-08-01,A.R. Border (AUS),202
1980-08-01,G. Boycott (ENG),188
1980-08-01,R.J. Bright (AUS),186
1980-08-01,I.W. Callen (AUS),177
1980-08-01,K.D. Walters (AUS),176
1980-08-01,M.F. Malone (AUS),155
1980-08-01,V.J. Marks (ENG),147
1980-08-01,G.R.A. de Silva (SL),138
1980-08-01,G.N. Yallop (AUS),100
1980-08-01,W.W. Daniel (WI),100
1980-08-01,A.N. Ranasinghe (SL),97
1980-08-01,C.G. Greenidge (WI),85
1980-08-01,E.J. Chatfield (NZ),79
1980-08-01,P.E. McEwan (NZ),68
1980-08-01,J.F.M. Morrison (NZ),55
1980-08-01,A.I. Kallicharran (WI),54
1980-08-01,Sadiq Mohammad (PAK),52
1980-08-01,S.T. Clarke (WI),51
1980-08-01,B. Yardley (AUS),49
1980-08-01,G.P. Howarth (NZ),42
1980-08-01,W. Larkins (ENG),36
1980-08-01,S.L. Boock (NZ),31
1980-08-01,H.A. Gomes (WI),27
1980-08-01,M.W. Gatting (ENG),20
1980-08-01,J.M. Parker (NZ),19
1980-08-01,M.G. Burgess (NZ),19
1980-08-01,S.M. Gavaskar (IND),18
1980-08-01,D.W. Hookes (AUS),16
1980-08-01,G.N. Edwards (NZ),9
1980-08-01,D.W. Randall (ENG),4
1980-08-01,B.A. Edgar (NZ),0
1980-08-01,J.G. Wright (NZ),0
1980-08-01,C.P.S. Chauhan (IND),0
1980-08-01,G.M. Turner (NZ),0
1980-08-01,B. Reddy (IND),0
1980-08-01,R.W. Taylor (ENG),0
1980-08-01,A.M.J. Hilditch (AUS),0
1980-08-01,K.W.R. Fletcher (ENG),0
1980-08-01,B.M. Laird (AUS),0
1980-08-01,Yashpal Sharma (IND),0
1980-08-01,R.L. Dias (SL),0
1980-08-01,W.K. Lees (NZ),0
1980-08-01,R.S. Madugalle (SL),0
1980-08-01,J.F. Reid (NZ),0
1980-08-01,S.C. Khanna (IND),0
1980-08-01,Mohsin Khan (PAK),0
1980-08-01,D.L. Haynes (WI),0
1980-08-01,D.B. Vengsarkar (IND),0
1980-09-01,A.M.E. Roberts (WI),739
1980-09-01,D.K. Lillee (AUS),725
1980-09-01,M.A. Holding (WI),641
1980-09-01,R.G.D. Willis (ENG),639
1980-09-01,C.M. Old (ENG),630
1980-09-01,J. Garner (WI),617
1980-09-01,I.T. Botham (ENG),584
1980-09-01,M. Hendrick (ENG),566
1980-09-01,Sarfraz Nawaz (PAK),561
1980-09-01,R.J. Hadlee (NZ),529
1980-09-01,C.E.H. Croft (WI),505
1980-09-01,J.K. Lever (ENG),493
1980-09-01,M.H.N. Walker (AUS),482
1980-09-01,B.L. Cairns (NZ),473
1980-09-01,D.L. Underwood (ENG),454
1980-09-01,L.S. Pascoe (AUS),433
1980-09-01,Imran Khan (PAK),425
1980-09-01,J.R. Thomson (AUS),414
1980-09-01,B.J. McKechnie (NZ),405
1980-09-01,Sikander Bakht (PAK),396
1980-09-01,G.S. Chappell (AUS),390
1980-09-01,S. Venkataraghavan (IND),365
1980-09-01,G.R. Dilley (ENG),352
1980-09-01,P.H. Edmonds (ENG),330
1980-09-01,R.M. Hogg (AUS),321
1980-09-01,M. Amarnath (IND),321
1980-09-01,P. Willey (ENG),314
1980-09-01,Majid Khan (PAK),307
1980-09-01,G.B. Troup (NZ),304
1980-09-01,D.R. Parry (WI),300
1980-09-01,D.S. de Silva (SL),298
1980-09-01,G. Miller (ENG),280
1980-09-01,R.D. Jackman (ENG),272
1980-09-01,Madan Lal (IND),272
1980-09-01,M.D. Marshall (WI),261
1980-09-01,B. Wood (ENG),256
1980-09-01,K.D. Ghavri (IND),255
1980-09-01,I.V.A. Richards (WI),251
1980-09-01,Javed Miandad (PAK),245
1980-09-01,Iqbal Qasim (PAK),244
1980-09-01,L.W. Kaluperuma (SL),236
1980-09-01,Mudassar Nazar (PAK),236
1980-09-01,G.A. Gooch (ENG),235
1980-09-01,C.H. Lloyd (WI),233
1980-09-01,J.E. Emburey (ENG),230
1980-09-01,Wasim Raja (PAK),226
1980-09-01,A.R. Border (AUS),223
1980-09-01,Kapil Dev (IND),221
1980-09-01,G.B. Stevenson (ENG),221
1980-09-01,J.V. Coney (NZ),214
1980-09-01,B. Warnapura (SL),202
1980-09-01,G. Boycott (ENG),195
1980-09-01,R.J. Bright (AUS),184
1980-09-01,I.W. Callen (AUS),175
1980-09-01,K.D. Walters (AUS),175
1980-09-01,M.F. Malone (AUS),154
1980-09-01,V.J. Marks (ENG),146
1980-09-01,G.R.A. de Silva (SL),138
1980-09-01,G.N. Yallop (AUS),101
1980-09-01,W.W. Daniel (WI),100
1980-09-01,A.N. Ranasinghe (SL),97
1980-09-01,C.G. Greenidge (WI),85
1980-09-01,E.J. Chatfield (NZ),79
1980-09-01,P.E. McEwan (NZ),68
1980-09-01,J.F.M. Morrison (NZ),55
1980-09-01,A.I. Kallicharran (WI),54
1980-09-01,Sadiq Mohammad (PAK),52
1980-09-01,S.T. Clarke (WI),51
1980-09-01,B. Yardley (AUS),49
1980-09-01,G.P. Howarth (NZ),42
1980-09-01,W. Larkins (ENG),35
1980-09-01,S.L. Boock (NZ),31
1980-09-01,H.A. Gomes (WI),27
1980-09-01,M.W. Gatting (ENG),24
1980-09-01,M.G. Burgess (NZ),19
1980-09-01,J.M. Parker (NZ),19
1980-09-01,S.M. Gavaskar (IND),18
1980-09-01,D.W. Hookes (AUS),15
1980-09-01,G.N. Edwards (NZ),9
1980-09-01,D.W. Randall (ENG),4
1980-09-01,Yashpal Sharma (IND),0
1980-09-01,S.J. Rixon (AUS),0
1980-09-01,J. Dyson (AUS),0
1980-09-01,W.K. Lees (NZ),0
1980-09-01,B.A. Edgar (NZ),0
1980-09-01,R.L. Dias (SL),0
1980-09-01,S.C. Khanna (IND),0
1980-09-01,R.S. Madugalle (SL),0
1980-09-01,A.M.J. Hilditch (AUS),0
1980-09-01,B. Reddy (IND),0
1980-09-01,B.M. Laird (AUS),0
1980-09-01,J.F. Reid (NZ),0
1980-09-01,J.G. Wright (NZ),0
1980-09-01,C.P.S. Chauhan (IND),0
1980-09-01,W.M. Darling (AUS),0
1980-09-01,D.L. Bairstow (ENG),0
1980-09-01,S.F.A.F. Bacchus (WI),0
1980-09-01,C.J. Tavare (ENG),0
1980-09-01,G.R. Viswanath (IND),0
1980-09-01,R.W. Marsh (AUS),0
1980-10-01,A.M.E. Roberts (WI),739
1980-10-01,D.K. Lillee (AUS),725
1980-10-01,M.A. Holding (WI),641
1980-10-01,R.G.D. Willis (ENG),639
1980-10-01,C.M. Old (ENG),630
1980-10-01,J. Garner (WI),617
1980-10-01,I.T. Botham (ENG),584
1980-10-01,M. Hendrick (ENG),566
1980-10-01,Sarfraz Nawaz (PAK),561
1980-10-01,R.J. Hadlee (NZ),529
1980-10-01,C.E.H. Croft (WI),505
1980-10-01,J.K. Lever (ENG),493
1980-10-01,M.H.N. Walker (AUS),482
1980-10-01,B.L. Cairns (NZ),473
1980-10-01,D.L. Underwood (ENG),454
1980-10-01,L.S. Pascoe (AUS),433
1980-10-01,Imran Khan (PAK),425
1980-10-01,J.R. Thomson (AUS),414
1980-10-01,B.J. McKechnie (NZ),405
1980-10-01,Sikander Bakht (PAK),396
1980-10-01,G.S. Chappell (AUS),390
1980-10-01,S. Venkataraghavan (IND),365
1980-10-01,G.R. Dilley (ENG),352
1980-10-01,P.H. Edmonds (ENG),330
1980-10-01,R.M. Hogg (AUS),321
1980-10-01,M. Amarnath (IND),321
1980-10-01,P. Willey (ENG),314
1980-10-01,Majid Khan (PAK),307
1980-10-01,G.B. Troup (NZ),304
1980-10-01,D.R. Parry (WI),300
1980-10-01,D.S. de Silva (SL),298
1980-10-01,G. Miller (ENG),280
1980-10-01,R.D. Jackman (ENG),272
1980-10-01,Madan Lal (IND),272
1980-10-01,M.D. Marshall (WI),261
1980-10-01,B. Wood (ENG),256
1980-10-01,K.D. Ghavri (IND),255
1980-10-01,I.V.A. Richards (WI),251
1980-10-01,Javed Miandad (PAK),245
1980-10-01,Iqbal Qasim (PAK),244
1980-10-01,L.W. Kaluperuma (SL),236
1980-10-01,Mudassar Nazar (PAK),236
1980-10-01,G.A. Gooch (ENG),235
1980-10-01,C.H. Lloyd (WI),233
1980-10-01,J.E. Emburey (ENG),230
1980-10-01,Wasim Raja (PAK),226
1980-10-01,A.R. Border (AUS),223
1980-10-01,Kapil Dev (IND),221
1980-10-01,G.B. Stevenson (ENG),221
1980-10-01,J.V. Coney (NZ),214
1980-10-01,B. Warnapura (SL),202
1980-10-01,G. Boycott (ENG),195
1980-10-01,R.J. Bright (AUS),184
1980-10-01,I.W. Callen (AUS),175
1980-10-01,K.D. Walters (AUS),175
1980-10-01,M.F. Malone (AUS),154
1980-10-01,V.J. Marks (ENG),146
1980-10-01,G.R.A. de Silva (SL),138
1980-10-01,G.N. Yallop (AUS),101
1980-10-01,W.W. Daniel (WI),100
1980-10-01,A.N. Ranasinghe (SL),97
1980-10-01,C.G. Greenidge (WI),85
1980-10-01,E.J. Chatfield (NZ),79
1980-10-01,P.E. McEwan (NZ),68
1980-10-01,J.F.M. Morrison (NZ),55
1980-10-01,A.I. Kallicharran (WI),54
1980-10-01,Sadiq Mohammad (PAK),52
1980-10-01,S.T. Clarke (WI),51
1980-10-01,B. Yardley (AUS),49
1980-10-01,G.P. Howarth (NZ),42
1980-10-01,W. Larkins (ENG),35
1980-10-01,S.L. Boock (NZ),31
1980-10-01,H.A. Gomes (WI),27
1980-10-01,M.W. Gatting (ENG),24
1980-10-01,M.G. Burgess (NZ),19
1980-10-01,J.M. Parker (NZ),19
1980-10-01,S.M. Gavaskar (IND),18
1980-10-01,D.W. Hookes (AUS),15
1980-10-01,G.N. Edwards (NZ),9
1980-10-01,D.W. Randall (ENG),4
1980-10-01,Yashpal Sharma (IND),0
1980-10-01,S.J. Rixon (AUS),0
1980-10-01,J. Dyson (AUS),0
1980-10-01,W.K. Lees (NZ),0
1980-10-01,B.A. Edgar (NZ),0
1980-10-01,R.L. Dias (SL),0
1980-10-01,S.C. Khanna (IND),0
1980-10-01,R.S. Madugalle (SL),0
1980-10-01,A.M.J. Hilditch (AUS),0
1980-10-01,B. Reddy (IND),0
1980-10-01,B.M. Laird (AUS),0
1980-10-01,J.F. Reid (NZ),0
1980-10-01,J.G. Wright (NZ),0
1980-10-01,C.P.S. Chauhan (IND),0
1980-10-01,W.M. Darling (AUS),0
1980-10-01,D.L. Bairstow (ENG),0
1980-10-01,S.F.A.F. Bacchus (WI),0
1980-10-01,C.J. Tavare (ENG),0
1980-10-01,G.R. Viswanath (IND),0
1980-10-01,R.W. Marsh (AUS),0
1980-11-01,A.M.E. Roberts (WI),739
1980-11-01,D.K. Lillee (AUS),725
1980-11-01,M.A. Holding (WI),641
1980-11-01,R.G.D. Willis (ENG),639
1980-11-01,C.M. Old (ENG),630
1980-11-01,J. Garner (WI),617
1980-11-01,I.T. Botham (ENG),584
1980-11-01,M. Hendrick (ENG),566
1980-11-01,Sarfraz Nawaz (PAK),561
1980-11-01,R.J. Hadlee (NZ),529
1980-11-01,C.E.H. Croft (WI),505
1980-11-01,J.K. Lever (ENG),493
1980-11-01,M.H.N. Walker (AUS),482
1980-11-01,B.L. Cairns (NZ),473
1980-11-01,D.L. Underwood (ENG),454
1980-11-01,L.S. Pascoe (AUS),433
1980-11-01,Imran Khan (PAK),425
1980-11-01,J.R. Thomson (AUS),414
1980-11-01,B.J. McKechnie (NZ),405
1980-11-01,Sikander Bakht (PAK),396
1980-11-01,G.S. Chappell (AUS),390
1980-11-01,S. Venkataraghavan (IND),365
1980-11-01,G.R. Dilley (ENG),352
1980-11-01,P.H. Edmonds (ENG),330
1980-11-01,R.M. Hogg (AUS),321
1980-11-01,M. Amarnath (IND),321
1980-11-01,P. Willey (ENG),314
1980-11-01,Majid Khan (PAK),307
1980-11-01,G.B. Troup (NZ),304
1980-11-01,D.R. Parry (WI),300
1980-11-01,D.S. de Silva (SL),298
1980-11-01,G. Miller (ENG),280
1980-11-01,R.D. Jackman (ENG),272
1980-11-01,Madan Lal (IND),272
1980-11-01,M.D. Marshall (WI),261
1980-11-01,B. Wood (ENG),256
1980-11-01,K.D. Ghavri (IND),255
1980-11-01,I.V.A. Richards (WI),251
1980-11-01,Javed Miandad (PAK),245
1980-11-01,Iqbal Qasim (PAK),244
1980-11-01,L.W. Kaluperuma (SL),236
1980-11-01,Mudassar Nazar (PAK),236
1980-11-01,G.A. Gooch (ENG),235
1980-11-01,C.H. Lloyd (WI),233
1980-11-01,J.E. Emburey (ENG),230
1980-11-01,Wasim Raja (PAK),226
1980-11-01,A.R. Border (AUS),223
1980-11-01,Kapil Dev (IND),221
1980-11-01,G.B. Stevenson (ENG),221
1980-11-01,J.V. Coney (NZ),214
1980-11-01,B. Warnapura (SL),202
1980-11-01,G. Boycott (ENG),195
1980-11-01,R.J. Bright (AUS),184
1980-11-01,I.W. Callen (AUS),175
1980-11-01,K.D. Walters (AUS),175
1980-11-01,M.F. Malone (AUS),154
1980-11-01,V.J. Marks (ENG),146
1980-11-01,G.R.A. de Silva (SL),138
1980-11-01,G.N. Yallop (AUS),101
1980-11-01,W.W. Daniel (WI),100
1980-11-01,A.N. Ranasinghe (SL),97
1980-11-01,C.G. Greenidge (WI),85
1980-11-01,E.J. Chatfield (NZ),79
1980-11-01,P.E. McEwan (NZ),68
1980-11-01,J.F.M. Morrison (NZ),55
1980-11-01,A.I. Kallicharran (WI),54
1980-11-01,Sadiq Mohammad (PAK),52
1980-11-01,S.T. Clarke (WI),51
1980-11-01,B. Yardley (AUS),49
1980-11-01,G.P. Howarth (NZ),42
1980-11-01,W. Larkins (ENG),35
1980-11-01,S.L. Boock (NZ),31
1980-11-01,H.A. Gomes (WI),27
1980-11-01,M.W. Gatting (ENG),24
1980-11-01,M.G. Burgess (NZ),19
1980-11-01,J.M. Parker (NZ),19
1980-11-01,S.M. Gavaskar (IND),18
1980-11-01,D.W. Hookes (AUS),15
1980-11-01,G.N. Edwards (NZ),9
1980-11-01,D.W. Randall (ENG),4
1980-11-01,Yashpal Sharma (IND),0
1980-11-01,S.J. Rixon (AUS),0
1980-11-01,J. Dyson (AUS),0
1980-11-01,W.K. Lees (NZ),0
1980-11-01,B.A. Edgar (NZ),0
1980-11-01,R.L. Dias (SL),0
1980-11-01,S.C. Khanna (IND),0
1980-11-01,R.S. Madugalle (SL),0
1980-11-01,A.M.J. Hilditch (AUS),0
1980-11-01,B. Reddy (IND),0
1980-11-01,B.M. Laird (AUS),0
1980-11-01,J.F. Reid (NZ),0
1980-11-01,J.G. Wright (NZ),0
1980-11-01,C.P.S. Chauhan (IND),0
1980-11-01,W.M. Darling (AUS),0
1980-11-01,D.L. Bairstow (ENG),0
1980-11-01,S.F.A.F. Bacchus (WI),0
1980-11-01,C.J. Tavare (ENG),0
1980-11-01,G.R. Viswanath (IND),0
1980-11-01,R.W. Marsh (AUS),0
1980-12-01,D.K. Lillee (AUS),736
1980-12-01,A.M.E. Roberts (WI),735
1980-12-01,M.A. Holding (WI),649
1980-12-01,R.G.D. Willis (ENG),639
1980-12-01,C.M. Old (ENG),630
1980-12-01,J. Garner (WI),617
1980-12-01,I.T. Botham (ENG),584
1980-12-01,M. Hendrick (ENG),566
1980-12-01,R.J. Hadlee (NZ),560
1980-12-01,Sarfraz Nawaz (PAK),543
1980-12-01,C.E.H. Croft (WI),529
1980-12-01,L.S. Pascoe (AUS),500
1980-12-01,B.L. Cairns (NZ),499
1980-12-01,J.K. Lever (ENG),493
1980-12-01,M.H.N. Walker (AUS),477
1980-12-01,D.L. Underwood (ENG),454
1980-12-01,Imran Khan (PAK),444
1980-12-01,G.S. Chappell (AUS),425
1980-12-01,J.R. Thomson (AUS),410
1980-12-01,B.J. McKechnie (NZ),401
1980-12-01,Sikander Bakht (PAK),394
1980-12-01,S. Venkataraghavan (IND),365
1980-12-01,G.R. Dilley (ENG),352
1980-12-01,E.J. Chatfield (NZ),335
1980-12-01,P.H. Edmonds (ENG),330
1980-12-01,M. Amarnath (IND),321
1980-12-01,Majid Khan (PAK),317
1980-12-01,R.M. Hogg (AUS),317
1980-12-01,P. Willey (ENG),314
1980-12-01,G.B. Troup (NZ),301
1980-12-01,D.R. Parry (WI),298
1980-12-01,D.S. de Silva (SL),298
1980-12-01,G. Miller (ENG),280
1980-12-01,Iqbal Qasim (PAK),279
1980-12-01,M.D. Marshall (WI),278
1980-12-01,I.V.A. Richards (WI),277
1980-12-01,R.D. Jackman (ENG),272
1980-12-01,Madan Lal (IND),272
1980-12-01,Mudassar Nazar (PAK),261
1980-12-01,B. Wood (ENG),256
1980-12-01,K.D. Ghavri (IND),255
1980-12-01,Javed Miandad (PAK),243
1980-12-01,L.W. Kaluperuma (SL),236
1980-12-01,G.A. Gooch (ENG),235
1980-12-01,C.H. Lloyd (WI),232
1980-12-01,J.E. Emburey (ENG),230
1980-12-01,Wasim Raja (PAK),224
1980-12-01,A.R. Border (AUS),222
1980-12-01,Kapil Dev (IND),221
1980-12-01,G.B. Stevenson (ENG),221
1980-12-01,J.V. Coney (NZ),220
1980-12-01,S.F. Graf (AUS),203
1980-12-01,B. Warnapura (SL),202
1980-12-01,G. Boycott (ENG),195
1980-12-01,G.F. Lawson (AUS),183
1980-12-01,R.J. Bright (AUS),182
1980-12-01,P.E. McEwan (NZ),177
1980-12-01,K.D. Walters (AUS),176
1980-12-01,I.W. Callen (AUS),174
1980-12-01,M.C. Snedden (NZ),166
1980-12-01,M.F. Malone (AUS),152
1980-12-01,V.J. Marks (ENG),146
1980-12-01,G.R.A. de Silva (SL),138
1980-12-01,W.W. Daniel (WI),100
1980-12-01,G.N. Yallop (AUS),100
1980-12-01,A.N. Ranasinghe (SL),97
1980-12-01,C.G. Greenidge (WI),86
1980-12-01,A.I. Kallicharran (WI),77
1980-12-01,J.F.M. Morrison (NZ),55
1980-12-01,S.T. Clarke (WI),51
1980-12-01,Sadiq Mohammad (PAK),51
1980-12-01,B. Yardley (AUS),48
1980-12-01,Mohammad Nazir (PAK),43
1980-12-01,G.P. Howarth (NZ),43
1980-12-01,T.M. Chappell (AUS),37
1980-12-01,W. Larkins (ENG),35
1980-12-01,S.L. Boock (NZ),31
1980-12-01,H.A. Gomes (WI),27
1980-12-01,M.W. Gatting (ENG),24
1980-12-01,M.G. Burgess (NZ),19
1980-12-01,J.M. Parker (NZ),19
1980-12-01,S.M. Gavaskar (IND),18
1980-12-01,D.W. Hookes (AUS),15
1980-12-01,G.N. Edwards (NZ),9
1980-12-01,D.W. Randall (ENG),4
1980-12-01,Taslim Arif (PAK),0
1980-12-01,J.F. Reid (NZ),0
1980-12-01,B.M. Laird (AUS),0
1980-12-01,R.S. Madugalle (SL),0
1980-12-01,C.W.J. Athey (ENG),0
1980-12-01,S.C. Khanna (IND),0
1980-12-01,W.K. Lees (NZ),0
1980-12-01,R.L. Dias (SL),0
1980-12-01,D.L. Haynes (WI),0
1980-12-01,R.B. McCosker (AUS),0
1980-12-01,J. Dyson (AUS),0
1980-12-01,I.D.S. Smith (NZ),0
1980-12-01,Zaheer Abbas (PAK),0
1980-12-01,K.W.R. Fletcher (ENG),0
1980-12-01,Wasim Bari (PAK),0
1981-01-01,D.K. Lillee (AUS),764
1981-01-01,A.M.E. Roberts (WI),728
1981-01-01,J. Garner (WI),654
1981-01-01,M.A. Holding (WI),643
1981-01-01,R.G.D. Willis (ENG),639
1981-01-01,C.M. Old (ENG),630
1981-01-01,R.J. Hadlee (NZ),612
1981-01-01,I.T. Botham (ENG),584
1981-01-01,M. Hendrick (ENG),566
1981-01-01,L.S. Pascoe (AUS),562
1981-01-01,Sarfraz Nawaz (PAK),553
1981-01-01,B.L. Cairns (NZ),551
1981-01-01,C.E.H. Croft (WI),539
1981-01-01,J.K. Lever (ENG),493
1981-01-01,M.H.N. Walker (AUS),470
1981-01-01,Imran Khan (PAK),462
1981-01-01,G.S. Chappell (AUS),455
1981-01-01,D.L. Underwood (ENG),454
1981-01-01,D.R. Doshi (IND),405
1981-01-01,J.R. Thomson (AUS),404
1981-01-01,G.B. Troup (NZ),402
1981-01-01,B.J. McKechnie (NZ),393
1981-01-01,Sikander Bakht (PAK),366
1981-01-01,M.C. Snedden (NZ),366
1981-01-01,Kapil Dev (IND),364
1981-01-01,S. Venkataraghavan (IND),356
1981-01-01,G.R. Dilley (ENG),352
1981-01-01,K.D. Ghavri (IND),337
1981-01-01,P.H. Edmonds (ENG),330
1981-01-01,Majid Khan (PAK),323
1981-01-01,R.M. Hogg (AUS),322
1981-01-01,P. Willey (ENG),314
1981-01-01,E.J. Chatfield (NZ),313
1981-01-01,M. Amarnath (IND),313
1981-01-01,S.F. Graf (AUS),307
1981-01-01,D.S. de Silva (SL),298
1981-01-01,I.V.A. Richards (WI),293
1981-01-01,G. Miller (ENG),280
1981-01-01,Iqbal Qasim (PAK),280
1981-01-01,R.D. Jackman (ENG),272
1981-01-01,Madan Lal (IND),265
1981-01-01,M.D. Marshall (WI),261
1981-01-01,B. Wood (ENG),256
1981-01-01,Mudassar Nazar (PAK),252
1981-01-01,Wasim Raja (PAK),251
1981-01-01,Javed Miandad (PAK),239
1981-01-01,R.M.H. Binny (IND),239
1981-01-01,T.M. Chappell (AUS),238
1981-01-01,S.M. Patil (IND),238
1981-01-01,L.W. Kaluperuma (SL),236
1981-01-01,G.A. Gooch (ENG),235
1981-01-01,S.T. Clarke (WI),235
1981-01-01,C.H. Lloyd (WI),231
1981-01-01,J.E. Emburey (ENG),230
1981-01-01,J.V. Coney (NZ),227
1981-01-01,G.B. Stevenson (ENG),221
1981-01-01,A.R. Border (AUS),221
1981-01-01,B. Warnapura (SL),202
1981-01-01,G. Boycott (ENG),195
1981-01-01,G.F. Lawson (AUS),190
1981-01-01,S.L. Boock (NZ),186
1981-01-01,K.D. Walters (AUS),183
1981-01-01,R.J. Bright (AUS),179
1981-01-01,P.E. McEwan (NZ),178
1981-01-01,I.W. Callen (AUS),171
1981-01-01,Yograj Singh (IND),158
1981-01-01,M.F. Malone (AUS),150
1981-01-01,V.J. Marks (ENG),146
1981-01-01,G.R.A. de Silva (SL),138
1981-01-01,Rashid Khan (PAK),114
1981-01-01,W.W. Daniel (WI),99
1981-01-01,G.N. Yallop (AUS),99
1981-01-01,A.N. Ranasinghe (SL),97
1981-01-01,C.G. Greenidge (WI),85
1981-01-01,A.I. Kallicharran (WI),76
1981-01-01,J.F.M. Morrison (NZ),54
1981-01-01,Ijaz Faqih (PAK),53
1981-01-01,B. Yardley (AUS),47
1981-01-01,Mohammad Nazir (PAK),43
1981-01-01,G.P. Howarth (NZ),43
1981-01-01,Tahir Naqqash (PAK),38
1981-01-01,W. Larkins (ENG),35
1981-01-01,S.M. Gavaskar (IND),31
1981-01-01,H.A. Gomes (WI),31
1981-01-01,M.W. Gatting (ENG),24
1981-01-01,J.M. Parker (NZ),20
1981-01-01,M.G. Burgess (NZ),19
1981-01-01,D.W. Hookes (AUS),15
1981-01-01,G.N. Edwards (NZ),9
1981-01-01,D.W. Randall (ENG),4
1981-01-01,C.J. Tavare (ENG),0
1981-01-01,S.F.A.F. Bacchus (WI),0
1981-01-01,J.F. Reid (NZ),0
1981-01-01,R.S. Madugalle (SL),0
1981-01-01,J. Dyson (AUS),0
