web-scraper-order,web-scraper-start-url,espn2,espn2-href,espn3,espn3-href,BATSMEN,Runs,Balls,Minutes,Fours,Sixes,StrikeRate
"1603230921-4747","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2250","https://stats.espncricinfo.com/ci/engine/match/1062573.html","SPD Smith (c)","27","95","128","2","0","28.42"
"1603231454-7616","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2117","https://stats.espncricinfo.com/ci/engine/match/690349.html","DPMD Jayawardene","72","147","187","6","0","48.97"
"1603230990-5152","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2232","https://stats.espncricinfo.com/ci/engine/match/1034809.html","","null","null","null","null","null","null"
"1603231327-6917","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2150","https://stats.espncricinfo.com/ci/engine/match/722329.html","Extras","18","","null","null","null","null"
"1603230905-4661","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2254","https://stats.espncricinfo.com/ci/engine/match/1083445.html","DM de Silva","34","54","92","5","0","62.96"
"1603231664-8738","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2066","https://stats.espncricinfo.com/ci/engine/match/565809.html","NRD Compton","3","12","16","0","0","25.00"
"1603231248-6499","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2169","https://stats.espncricinfo.com/ci/engine/match/860267.html","","null","null","null","null","null","null"
"1603230977-5061","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2236","https://stats.espncricinfo.com/ci/engine/match/1000855.html","T Bavuma","8","34","40","0","0","23.52"
"1603231273-6624","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2163","https://stats.espncricinfo.com/ci/engine/match/743941.html","LRPL Taylor","20","27","51","4","0","74.07"
"1603230740-3749","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2295","https://stats.espncricinfo.com/ci/engine/match/1130744.html","","null","null","null","null","null","null"
"1603230896-4617","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2256","https://stats.espncricinfo.com/ci/engine/match/1062575.html","MS Wade †","37","50","58","6","0","74.00"
"1603231668-8761","https://stats.espncricinfo.com/ci/content/records/307847.html","2012","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2012;type=year","Test # 2065","https://stats.espncricinfo.com/ci/engine/match/565808.html","V Sehwag","23","26","45","3","0","88.46"
"1603231007-5247","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2228","https://stats.espncricinfo.com/ci/engine/match/1059702.html","DAS Gunaratne","54","102","105","8","0","52.94"
"1603230836-4251","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2272","https://stats.espncricinfo.com/ci/engine/match/1104284.html","Mushfiqur Rahim (c) †","18","50","60","2","0","36.00"
"1603230862-4417","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2265","https://stats.espncricinfo.com/ci/engine/match/1109602.html","","null","null","null","null","null","null"
"1603230649-3226","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2319","https://stats.espncricinfo.com/ci/engine/match/1157752.html","","null","null","null","null","null","null"
"1603231115-5814","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2201","https://stats.espncricinfo.com/ci/engine/match/914237.html","BJ Watling †","17","51","69","2","0","33.33"
"1603230718-3610","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2301","https://stats.espncricinfo.com/ci/engine/match/1115781.html","JE Root (c)","37","63","80","5","0","58.73"
"1603231306-6836","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2154","https://stats.espncricinfo.com/ci/engine/match/722333.html","","null","null","null","null","null","null"
"1603230548-2454","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2354","https://stats.espncricinfo.com/ci/engine/match/1192873.html","MJ Santner","13","42","41","1","0","30.95"
"1603231482-7765","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2111","https://stats.espncricinfo.com/ci/engine/match/648667.html","","null","null","null","null","null","null"
"1603230921-4761","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2250","https://stats.espncricinfo.com/ci/engine/match/1062573.html","NM Lyon","0","1","1","0","0","0.00"
"1603231181-6152","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2185","https://stats.espncricinfo.com/ci/engine/match/892509.html","Extras","17","","null","null","null","null"
"1603230727-3681","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2298","https://stats.espncricinfo.com/ci/engine/match/1075983.html","SE Marsh","24","52","76","4","0","46.15"
"1603230614-2975","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2330","https://stats.espncricinfo.com/ci/engine/match/1157382.html","","null","null","null","null","null","null"
"1603230551-2471","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2353","https://stats.espncricinfo.com/ci/engine/match/1152846.html","SPD Smith","144","219","336","16","2","65.75"
"1603230510-2125","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2369","https://stats.espncricinfo.com/ci/engine/match/1187017.html","Nayeem Hasan","19","28","-","4","0","67.85"
"1603231285-6688","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2160","https://stats.espncricinfo.com/ci/engine/match/766933.html","","null","null","null","null","null","null"
"1603231106-5775","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2203","https://stats.espncricinfo.com/ci/engine/match/913613.html","","null","null","null","null","null","null"
"1603230687-3431","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2309","https://stats.espncricinfo.com/ci/engine/match/1135151.html","","null","null","null","null","null","null"
"1603231445-7564","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2119","https://stats.espncricinfo.com/ci/engine/match/648673.html","CJL Rogers","4","19","36","0","0","21.05"
"1603231243-6468","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2170","https://stats.espncricinfo.com/ci/engine/match/743963.html","","null","null","null","null","null","null"
"1603231543-8102","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2096","https://stats.espncricinfo.com/ci/engine/match/659557.html","","null","null","null","null","null","null"
"1603230998-5197","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2230","https://stats.espncricinfo.com/ci/engine/match/1000851.html","F du Plessis (c)","37","74","90","5","0","50.00"
"1603231462-7657","https://stats.espncricinfo.com/ci/content/records/307847.html","2014","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2014;type=year","Test # 2115","https://stats.espncricinfo.com/ci/engine/match/657651.html","","null","null","null","null","null","null"
"1603230836-4263","https://stats.espncricinfo.com/ci/content/records/307847.html","2017","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2017;type=year","Test # 2272","https://stats.espncricinfo.com/ci/engine/match/1104284.html","Extras","21","","null","null","null","null"
"1603230600-2880","https://stats.espncricinfo.com/ci/content/records/307847.html","2018","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2018;type=year","Test # 2335","https://stats.espncricinfo.com/ci/engine/match/1153838.html","","null","null","null","null","null","null"
"1603231503-7880","https://stats.espncricinfo.com/ci/content/records/307847.html","2013","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2013;type=year","Test # 2106","https://stats.espncricinfo.com/ci/engine/match/661681.html","","null","null","null","null","null","null"
"1603230573-2671","https://stats.espncricinfo.com/ci/content/records/307847.html","2019","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2019;type=year","Test # 2344","https://stats.espncricinfo.com/ci/engine/match/1158063.html","","null","null","null","null","null","null"
"1603231138-5927","https://stats.espncricinfo.com/ci/content/records/307847.html","2015","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2015;type=year","Test # 2196","https://stats.espncricinfo.com/ci/engine/match/800461.html","CR Woakes","0","1","2","0","0","0.00"
"1603231037-5408","https://stats.espncricinfo.com/ci/content/records/307847.html","2016","https://stats.espncricinfo.com/ci/engine/records/team/match_results.html?class=1;id=2016;type=year","Test # 2220","https://stats.espncricinfo.com/ci/engine/match/936129.html","","null","null","null","null","null","null"
